State,County,Year,Field,FieldName,FieldID,GridID,Grid_org,Transects_n,TransectID,Transect_R,Trans_A,Trans_B,Strategy,PNM,FP,Damage,Area_ac,PlotID,Trt_n,Treatment,Ref_block,RepRefB,Pt_NPass,Sd_NPass,Hybrid,Tile,PreCrop,Tillage,FNR_lbac,rExN_lbac,rStN_lbac,pPreN_lbac,rPreN_lbac,pSidN_lbac,SidN_lbac,rSdN_lbac,pTotN_lbac,rTN_lbac,rTotN_kgha,rYl15_buac,rY15_mtha
IN,Marshall,22,EV,Evan 2022,EV_22,158,1,1,27,1,na,na,PNM,1,0,0,0.18,13,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,30,32,32,180,182,204,226.9,14.3
IN,Marshall,22,EV,Evan 2022,EV_22,163,1,1,28,1,na,na,PNM,1,0,0,0.18,13,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,0,0,150,150,168,214.5,13.5
IN,Marshall,22,EV,Evan 2022,EV_22,175,1,1,30,1,na,na,PNM,1,0,0,0.18,13,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,0,0,150,150,168,213,13.4
IN,Marshall,22,EV,Evan 2022,EV_22,181,1,1,31,1,na,na,PNM,1,0,0,0.18,13,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,54,0,150,150,168,239.3,15.1
IN,Marshall,22,EV,Evan 2022,EV_22,195,1,1,33,1,na,na,PNM,1,0,0,0.18,13,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,30,33,32,180,182,204,253.8,16
IN,Marshall,22,EV,Evan 2022,EV_22,200,1,1,34,1,na,na,PNM,1,0,0,0.15,13,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,0,0,150,150,168,172.4,10.8
IN,Marshall,22,EV,Evan 2022,EV_22,139,1,1,24,1,na,na,PNM,1,0,0,0.22,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,34,31,150,151,170,212.7,13.4
IN,Marshall,22,EV,Evan 2022,EV_22,143,1,1,25,1,na,na,PNM,1,0,0,0.18,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,60,63,63,180,183,206,254.1,16
IN,Marshall,22,EV,Evan 2022,EV_22,149,1,1,26,1,na,na,PNM,1,0,0,0.18,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,60,63,64,180,184,206,211,13.3
IN,Marshall,22,EV,Evan 2022,EV_22,154,1,1,27,1,na,na,PNM,1,0,0,0.18,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,60,63,63,180,183,206,245.5,15.4
IN,Marshall,22,EV,Evan 2022,EV_22,160,1,1,28,1,na,na,PNM,1,0,0,0.18,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,32,32,150,152,170,227.8,14.3
IN,Marshall,22,EV,Evan 2022,EV_22,176,1,1,30,1,na,na,PNM,1,0,0,0.18,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,31,32,150,152,170,229.5,14.4
IN,Marshall,22,EV,Evan 2022,EV_22,178,1,1,31,1,na,na,PNM,1,0,0,0.18,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,32,32,150,152,170,245.7,15.5
IN,Marshall,22,EV,Evan 2022,EV_22,191,1,1,33,1,na,na,PNM,1,0,0,0.18,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,60,64,63,180,183,206,241.2,15.2
IN,Marshall,22,EV,Evan 2022,EV_22,197,1,1,34,1,na,na,PNM,1,0,0,0.18,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,32,32,150,152,170,202.2,12.7
IN,Marshall,22,EV,Evan 2022,EV_22,203,1,1,35,1,na,na,PNM,1,0,0,0.2,14,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,0,26,0,120,120,135,217.6,13.7
IN,Marshall,22,EV,Evan 2022,EV_22,140,1,1,24,1,na,na,GR,0,0,0,0.22,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,98,183,188,211,231.6,14.6
IN,Marshall,22,EV,Evan 2022,EV_22,144,1,1,25,1,na,na,GR,0,0,0,0.18,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,97,97,183,187,210,235.6,14.8
IN,Marshall,22,EV,Evan 2022,EV_22,153,1,1,26,1,na,na,GR,0,0,0,0.18,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,98,183,188,211,232,14.6
IN,Marshall,22,EV,Evan 2022,EV_22,156,1,1,27,1,na,na,GR,0,0,0,0.18,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,98,183,188,211,244.4,15.4
IN,Marshall,22,EV,Evan 2022,EV_22,164,1,1,28,1,na,na,GR,0,0,0,0.18,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,97,97,183,187,211,242.3,15.2
IN,Marshall,22,EV,Evan 2022,EV_22,172,1,1,30,1,na,na,GR,0,0,0,0.18,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,97,97,183,187,210,237.1,14.9
IN,Marshall,22,EV,Evan 2022,EV_22,180,1,1,31,1,na,na,GR,0,0,0,0.18,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,98,183,188,211,253.4,15.9
IN,Marshall,22,EV,Evan 2022,EV_22,192,1,1,33,1,na,na,GR,0,0,0,0.18,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,78,82,82,168,172,193,204.4,12.9
IN,Marshall,22,EV,Evan 2022,EV_22,198,1,1,34,1,na,na,GR,0,0,0,0.18,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,78,83,82,168,172,193,221,13.9
IN,Marshall,22,EV,Evan 2022,EV_22,207,1,1,35,1,na,na,GR,0,0,0,0.2,15,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,99,98,183,188,211,263.9,16.6
IN,Marshall,22,EV,Evan 2022,EV_22,137,1,1,24,1,na,na,PNM,1,0,0,0.22,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,218.2,13.7
IN,Marshall,22,EV,Evan 2022,EV_22,147,1,1,25,1,na,na,PNM,1,0,0,0.18,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,232.8,14.6
IN,Marshall,22,EV,Evan 2022,EV_22,148,1,1,26,1,na,na,PNM,1,0,0,0.18,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,231.2,14.5
IN,Marshall,22,EV,Evan 2022,EV_22,155,1,1,27,1,na,na,PNM,1,0,0,0.18,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,223.4,14
IN,Marshall,22,EV,Evan 2022,EV_22,162,1,1,28,1,na,na,PNM,1,0,0,0.18,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,224.5,14.1
IN,Marshall,22,EV,Evan 2022,EV_22,173,1,1,30,1,na,na,PNM,1,0,0,0.18,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,222.3,14
IN,Marshall,22,EV,Evan 2022,EV_22,179,1,1,31,1,na,na,PNM,1,0,0,0.18,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,245,15.4
IN,Marshall,22,EV,Evan 2022,EV_22,194,1,1,33,1,na,na,PNM,1,0,0,0.18,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,213.5,13.4
IN,Marshall,22,EV,Evan 2022,EV_22,196,1,1,34,1,na,na,PNM,1,0,0,0.18,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,244.8,15.4
IN,Marshall,22,EV,Evan 2022,EV_22,204,1,1,35,1,na,na,PNM,1,0,0,0.19,16,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,234.5,14.8
IN,Marshall,22,EV,Evan 2022,EV_22,138,1,1,24,1,na,na,PNM,1,0,0,0.22,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,63,64,150,154,172,198.7,12.5
IN,Marshall,22,EV,Evan 2022,EV_22,142,1,1,25,1,na,na,PNM,1,0,0,0.18,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,90,94,95,180,185,207,227.3,14.3
IN,Marshall,22,EV,Evan 2022,EV_22,151,1,1,26,1,na,na,PNM,1,0,0,0.18,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,90,95,95,180,185,207,242.5,15.3
IN,Marshall,22,EV,Evan 2022,EV_22,157,1,1,27,1,na,na,PNM,1,0,0,0.18,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,90,94,94,180,184,207,240.8,15.1
IN,Marshall,22,EV,Evan 2022,EV_22,165,1,1,28,1,na,na,PNM,1,0,0,0.18,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,64,64,150,154,173,220,13.8
IN,Marshall,22,EV,Evan 2022,EV_22,177,1,1,30,1,na,na,PNM,1,0,0,0.18,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,63,64,150,154,173,211.5,13.3
IN,Marshall,22,EV,Evan 2022,EV_22,183,1,1,31,1,na,na,PNM,1,0,0,0.18,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,64,63,150,153,172,233.6,14.7
IN,Marshall,22,EV,Evan 2022,EV_22,190,1,1,33,1,na,na,PNM,1,0,0,0.18,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,90,94,94,180,184,207,237.5,14.9
IN,Marshall,22,EV,Evan 2022,EV_22,201,1,1,34,1,na,na,PNM,1,0,0,0.18,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,63,63,150,153,172,226.3,14.2
IN,Marshall,22,EV,Evan 2022,EV_22,205,1,1,35,1,na,na,PNM,1,0,0,0.2,17,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,30,32,32,120,122,137,216.7,13.6
IN,Marshall,22,EV,Evan 2022,EV_22,136,1,1,24,1,na,na,PNM,1,1,0,0.22,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,202.5,12.7
IN,Marshall,22,EV,Evan 2022,EV_22,145,1,1,25,1,na,na,PNM,1,1,0,0.18,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,210.3,13.2
IN,Marshall,22,EV,Evan 2022,EV_22,150,1,1,26,1,na,na,PNM,1,1,0,0.18,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,248.1,15.6
IN,Marshall,22,EV,Evan 2022,EV_22,159,1,1,27,1,na,na,PNM,1,1,0,0.18,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,230.1,14.5
IN,Marshall,22,EV,Evan 2022,EV_22,161,1,1,28,1,na,na,PNM,1,1,0,0.18,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,219.6,13.8
IN,Marshall,22,EV,Evan 2022,EV_22,174,1,1,30,1,na,na,PNM,1,1,0,0.18,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,224.9,14.1
IN,Marshall,22,EV,Evan 2022,EV_22,182,1,1,31,1,na,na,PNM,1,1,0,0.18,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,249.7,15.7
IN,Marshall,22,EV,Evan 2022,EV_22,193,1,1,33,1,na,na,PNM,1,1,0,0.18,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,242.8,15.3
IN,Marshall,22,EV,Evan 2022,EV_22,199,1,1,34,1,na,na,PNM,1,1,0,0.18,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,199.7,12.6
IN,Marshall,22,EV,Evan 2022,EV_22,206,1,1,35,1,na,na,PNM,1,1,0,0.2,18,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,222.9,14
IN,Marshall,22,EV,Evan 2022,EV_22,211,1,1,36,1,na,na,PNM,1,1,0,0.22,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,217.1,13.7
IN,Marshall,22,EV,Evan 2022,EV_22,214,1,1,37,1,na,na,PNM,1,1,0,0.18,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,223.7,14.1
IN,Marshall,22,EV,Evan 2022,EV_22,224,1,1,38,1,na,na,PNM,1,1,0,0.18,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,230.1,14.5
IN,Marshall,22,EV,Evan 2022,EV_22,227,1,1,39,1,na,na,PNM,1,1,0,0.18,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,238.6,15
IN,Marshall,22,EV,Evan 2022,EV_22,232,1,1,40,1,na,na,PNM,1,1,0,0.18,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,229.7,14.4
IN,Marshall,22,EV,Evan 2022,EV_22,244,1,1,42,1,na,na,PNM,1,1,0,0.18,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,230.4,14.5
IN,Marshall,22,EV,Evan 2022,EV_22,252,1,1,43,1,na,na,PNM,1,1,0,0.18,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,244.9,15.4
IN,Marshall,22,EV,Evan 2022,EV_22,264,1,1,45,1,na,na,PNM,1,1,0,0.18,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,223,14
IN,Marshall,22,EV,Evan 2022,EV_22,272,1,1,46,1,na,na,PNM,1,1,0,0.18,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,248.4,15.6
IN,Marshall,22,EV,Evan 2022,EV_22,274,1,1,47,1,na,na,PNM,1,1,0,0.2,19,4,100,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,150,150,0,0,0,180,180,202,230.6,14.5
IN,Marshall,22,EV,Evan 2022,EV_22,209,1,1,36,1,na,na,GR,0,0,0,0.22,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,97,183,187,211,216.4,13.6
IN,Marshall,22,EV,Evan 2022,EV_22,216,1,1,37,1,na,na,GR,0,0,0,0.18,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,98,183,188,211,210,13.2
IN,Marshall,22,EV,Evan 2022,EV_22,223,1,1,38,1,na,na,GR,0,0,0,0.18,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,98,183,188,211,206.6,13
IN,Marshall,22,EV,Evan 2022,EV_22,226,1,1,39,1,na,na,GR,0,0,0,0.18,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,98,183,188,211,234.7,14.8
IN,Marshall,22,EV,Evan 2022,EV_22,235,1,1,40,1,na,na,GR,0,0,0,0.18,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,97,98,183,188,211,237.9,15
IN,Marshall,22,EV,Evan 2022,EV_22,247,1,1,42,1,na,na,GR,0,0,0,0.18,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,98,183,188,211,218.3,13.7
IN,Marshall,22,EV,Evan 2022,EV_22,254,1,1,43,1,na,na,GR,0,0,0,0.18,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,98,98,183,188,211,236.3,14.9
IN,Marshall,22,EV,Evan 2022,EV_22,266,1,1,45,1,na,na,GR,0,0,0,0.18,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,87,92,92,177,182,204,232.1,14.6
IN,Marshall,22,EV,Evan 2022,EV_22,271,1,1,46,1,na,na,GR,0,0,0,0.18,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,93,97,98,183,188,211,245.7,15.5
IN,Marshall,22,EV,Evan 2022,EV_22,275,1,1,47,1,na,na,GR,0,0,0,0.2,20,8,40GR,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,78,85,82,168,172,193,236.2,14.9
IN,Marshall,22,EV,Evan 2022,EV_22,212,1,1,36,1,na,na,PNM,1,0,0,0.22,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,0,0,150,150,168,219.7,13.8
IN,Marshall,22,EV,Evan 2022,EV_22,219,1,1,37,1,na,na,PNM,1,0,0,0.18,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,0,0,150,150,168,215.9,13.6
IN,Marshall,22,EV,Evan 2022,EV_22,220,1,1,38,1,na,na,PNM,1,0,0,0.18,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,30,32,32,180,182,204,216.7,13.6
IN,Marshall,22,EV,Evan 2022,EV_22,229,1,1,39,1,na,na,PNM,1,0,0,0.18,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,24,0,150,150,168,231.1,14.5
IN,Marshall,22,EV,Evan 2022,EV_22,233,1,1,40,1,na,na,PNM,1,0,0,0.18,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,0,0,150,150,168,226.5,14.2
IN,Marshall,22,EV,Evan 2022,EV_22,249,1,1,42,1,na,na,PNM,1,0,0,0.18,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,30,32,32,180,182,204,237.5,14.9
IN,Marshall,22,EV,Evan 2022,EV_22,250,1,1,43,1,na,na,PNM,1,0,0,0.18,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,24,0,150,150,168,246.9,15.5
IN,Marshall,22,EV,Evan 2022,EV_22,267,1,1,45,1,na,na,PNM,1,0,0,0.18,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,0,0,150,150,168,241,15.2
IN,Marshall,22,EV,Evan 2022,EV_22,270,1,1,46,1,na,na,PNM,1,0,0,0.18,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,0,0,150,150,168,235.8,14.8
IN,Marshall,22,EV,Evan 2022,EV_22,278,1,1,47,1,na,na,PNM,1,0,0,0.2,21,3,80,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,120,120,0,0,0,150,150,168,246,15.5
IN,Marshall,22,EV,Evan 2022,EV_22,213,1,1,36,1,na,na,PNM,1,0,0,0.21,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,33,31,150,151,170,237,14.9
IN,Marshall,22,EV,Evan 2022,EV_22,215,1,1,37,1,na,na,PNM,1,0,0,0.18,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,33,32,150,152,171,217.8,13.7
IN,Marshall,22,EV,Evan 2022,EV_22,222,1,1,38,1,na,na,PNM,1,0,0,0.18,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,60,62,63,180,183,206,216.4,13.6
IN,Marshall,22,EV,Evan 2022,EV_22,230,1,1,39,1,na,na,PNM,1,0,0,0.18,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,32,31,150,151,170,220.5,13.9
IN,Marshall,22,EV,Evan 2022,EV_22,236,1,1,40,1,na,na,PNM,1,0,0,0.18,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,32,32,150,152,170,221.2,13.9
IN,Marshall,22,EV,Evan 2022,EV_22,245,1,1,42,1,na,na,PNM,1,0,0,0.18,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,60,62,63,180,183,206,244.5,15.4
IN,Marshall,22,EV,Evan 2022,EV_22,253,1,1,43,1,na,na,PNM,1,0,0,0.18,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,30,32,31,150,151,170,219.9,13.8
IN,Marshall,22,EV,Evan 2022,EV_22,265,1,1,45,1,na,na,PNM,1,0,0,0.18,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,0,0,0,120,120,135,216.7,13.6
IN,Marshall,22,EV,Evan 2022,EV_22,273,1,1,46,1,na,na,PNM,1,0,0,0.18,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,0,0,0,120,120,135,215.3,13.5
IN,Marshall,22,EV,Evan 2022,EV_22,277,1,1,47,1,na,na,PNM,1,0,0,0.2,22,2,60,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,90,90,0,0,0,120,120,135,235.3,14.8
IN,Marshall,22,EV,Evan 2022,EV_22,208,1,1,36,1,na,na,PNM,1,0,0,0.2,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,225.1,14.2
IN,Marshall,22,EV,Evan 2022,EV_22,217,1,1,37,1,na,na,PNM,1,0,0,0.18,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,226.4,14.2
IN,Marshall,22,EV,Evan 2022,EV_22,225,1,1,38,1,na,na,PNM,1,0,0,0.18,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,225.7,14.2
IN,Marshall,22,EV,Evan 2022,EV_22,231,1,1,39,1,na,na,PNM,1,0,0,0.18,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,245.3,15.4
IN,Marshall,22,EV,Evan 2022,EV_22,234,1,1,40,1,na,na,PNM,1,0,0,0.18,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,220.5,13.9
IN,Marshall,22,EV,Evan 2022,EV_22,248,1,1,42,1,na,na,PNM,1,0,0,0.18,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,271.1,17.1
IN,Marshall,22,EV,Evan 2022,EV_22,251,1,1,43,1,na,na,PNM,1,0,0,0.18,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,241.1,15.2
IN,Marshall,22,EV,Evan 2022,EV_22,262,1,1,45,1,na,na,PNM,1,0,0,0.18,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,264.8,16.7
IN,Marshall,22,EV,Evan 2022,EV_22,268,1,1,46,1,na,na,PNM,1,0,0,0.18,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,259.7,16.3
IN,Marshall,22,EV,Evan 2022,EV_22,276,1,1,47,1,na,na,PNM,1,0,0,0.2,23,5,120,0,0,1,0,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,180,180,0,0,0,210,210,236,252.9,15.9
IN,Marshall,22,EV,Evan 2022,EV_22,210,1,1,36,1,na,na,PNM,1,0,0,0.2,24,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,65,63,150,153,172,188.3,11.8
IN,Marshall,22,EV,Evan 2022,EV_22,218,1,1,37,1,na,na,PNM,1,0,0,0.18,24,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,63,63,150,153,172,215.3,13.5
IN,Marshall,22,EV,Evan 2022,EV_22,221,1,1,38,1,na,na,PNM,1,0,0,0.18,24,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,90,94,95,180,185,208,227.4,14.3
IN,Marshall,22,EV,Evan 2022,EV_22,228,1,1,39,1,na,na,PNM,1,0,0,0.18,24,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,64,63,150,153,172,203.3,12.8
IN,Marshall,22,EV,Evan 2022,EV_22,237,1,1,40,1,na,na,PNM,1,0,0,0.18,24,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,63,63,150,153,172,230.1,14.5
IN,Marshall,22,EV,Evan 2022,EV_22,246,1,1,42,1,na,na,PNM,1,0,0,0.18,24,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,90,94,94,180,184,207,266.3,16.8
IN,Marshall,22,EV,Evan 2022,EV_22,255,1,1,43,1,na,na,PNM,1,0,0,0.18,24,1,40,0,0,1,1,DKC61-41RIB,Yes,Soybean,Conventional,150,0,30,60,60,60,64,64,150,154,173,251.9,15.8
